ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
72LU3L,Trust,Chicago,Swift,Maruti,Sedan,Blue,Automatic,5,4,Diesel,2017,7300,76342,115,2020-01-15,Sold,2020-03-18,6684,5450,-18,Vishwajeet,2,0,Excellent
E0SZV7,Carousell,Madison,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2020,6900,38253,100,2024-10-21,Un Sold,1970-01-01,4904,0,0,Vishwajeet,4,0,Good
E8SHGU,Ahg,California,Yodha,Tata,Truck,Black,Manual,3,2,Hybrid,2017,8700,42322,100,2017-02-12,Un Sold,1970-01-01,6887,0,0,Vishwajeet,1,0,Excellent
UHHQQP,Motor,North Carolina,Yodha,Tata,Truck,White,Manual,3,2,Hybrid,2016,8800,46375,100,2023-11-15,Un Sold,1970-01-01,7410,0,0,Vishwajeet,3,0,Average
JXXDBV,Oto,North Carolina,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2016,8400,39776,175,2023-09-23,Sold,2024-05-30,7688,7281,-5,Vihaan,2,0,Average
P58CFM,Sobri,Detroit,Scorpio,Mahindra,SUV,Black,Manual,5,5,Petrol,2023,7600,59584,120,2021-12-27,Un Sold,1970-01-01,6911,0,0,Shiva,1,0,Poor
KCV4W1,Trust,Chicago,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2016,6900,45321,113,2019-08-27,Sold,2019-04-18,5929,4745,-20,Sai,4,0,Average
U0LC23,Ahg,Utah,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Hybrid,2022,7200,5193,113,2022-11-21,Un Sold,1970-01-01,6184,0,0,Piyush,5,0,Excellent
NQ2PHK,Olx,Denver,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2019,9500,54062,175,2022-05-20,Un Sold,1970-01-01,7500,0,0,Narayan,1,0,Excellent
Z5IYAC,Zupps,Tucson,Etriga,Maruti,Hatchback,Red,Manual,4,5,Electric,2020,7900,65502,103,2021-06-03,Un Sold,1970-01-01,6246,0,0,Pavan,1,0,Excellent
RCXRED,Olx,Columbus,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2024,7500,64191,100,2016-12-03,Un Sold,1970-01-01,5761,0,0,Anushka,5,0,Good
3FG3M8,Nufor,Chicago,Fortuner,Toyota,SUV,Gray,Manual,8,5,Hybrid,2023,8600,5832,200,2020-11-12,Un Sold,1970-01-01,7786,0,0,Anushka,5,0,Excellent
4PPCRP,Carsome,Chicago,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Hybrid,2018,7600,75391,120,2015-02-20,Un Sold,1970-01-01,6761,0,0,Sai,1,0,Good
WNEPUQ,Trust,Utah,Swift,Maruti,Sedan,Blue,Automatic,5,4,Diesel,2016,7400,53283,115,2015-05-29,Sold,2020-08-13,6715,6740,0,Arjuna,3,5,Poor
KMCYR8,Carro,New York,Hilux,Toyota,Truck,Red,Automatic,4,2,Diesel,2018,7700,57688,200,2017-10-18,Un Sold,1970-01-01,6260,0,0,Shailaja,5,0,Excellent
OMFQAX,Nufor,Detroit,Seltos,Kia,Hatchback,Red,Manual,5,5,Hybrid,2020,7400,69864,150,2016-01-06,Sold,2022-10-27,6270,6776,8,Piyush,5,101,Average
13GF7A,Nufor,Columbus,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2015,6900,8646,120,2020-02-04,Sold,2020-08-05,5334,4419,-17,Dhruv,1,0,Average
VHUEU4,Trivett,California,Fortuner,Toyota,SUV,White,Automatic,8,5,Diesel,2019,8100,85340,200,2023-07-14,Un Sold,1970-01-01,7298,0,0,Vihaan,4,0,Excellent
W78GFU,Marchi,Portland,Swift,Maruti,Sedan,Red,Manual,5,4,Diesel,2021,6900,51412,115,2021-02-15,Un Sold,1970-01-01,6365,0,0,Shailaja,4,0,Good
U4ZAMS,Carsome,Tucson,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2021,7900,39315,120,2016-08-02,Un Sold,1970-01-01,7280,0,0,Shailaja,5,0,Excellent
T1O0BU,Automart,New York,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Diesel,2020,8000,41567,120,2021-04-05,Un Sold,1970-01-01,6431,0,0,Anushka,2,0,Excellent
7X00NC,Knox,Chicago,Swift,Maruti,Sedan,Gray,Automatic,5,4,Petrol,2022,6700,44272,115,2019-09-18,Un Sold,1970-01-01,4996,0,0,Narayan,2,0,Excellent
9T9XBF,Carousell,Tucson,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Diesel,2020,6500,5854,120,2020-12-08,Un Sold,1970-01-01,5836,0,0,Shiva,5,0,Excellent
MWBF5Q,Trivett,North Carolina,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Diesel,2016,8400,43642,200,2018-01-01,Un Sold,1970-01-01,7535,0,0,Rithvik,2,0,Excellent
N3WFV6,Olx,North Carolina,Plato,Prazo,Convertible,White,Manual,2,2,Diesel,2018,9200,44515,250,2015-09-15,Sold,2016-01-13,8292,9697,17,Krishna,5,281,Excellent
GI1MTR,Zupps,Tennessee,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Hybrid,2017,7700,45551,113,2021-11-14,Un Sold,1970-01-01,6096,0,0,Pranav,2,0,Good
DLZ25C,Kamkar,North Carolina,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2015,7900,37621,200,2020-01-24,Un Sold,1970-01-01,6884,0,0,Shilpa,2,0,Excellent
06ZY2A,Trust,Florida,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2022,7700,55221,103,2018-07-12,Un Sold,1970-01-01,5918,0,0,Sai,1,0,Excellent
7DOV5F,Zupps,Philadelphia,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2022,6700,65336,115,2017-05-20,Un Sold,1970-01-01,5942,0,0,Shilpa,1,0,Good
KPY7MT,Olx,Columbus,i20,Hyundai,Hatchback,Blue,Manual,4,5,Electric,2016,8300,28915,120,2021-06-02,Un Sold,1970-01-01,7173,0,0,Krishna,4,0,Good
R2AY8H,Cars24,Columbus,Yodha,Tata,Truck,Black,Automatic,3,2,Diesel,2023,7200,48438,100,2019-07-05,Un Sold,1970-01-01,5878,0,0,Hariom,3,0,Good
A9L1OX,APE,North Carolina,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2022,7300,80158,200,2023-11-18,Sold,2024-10-30,6588,7586,15,Pranav,5,200,Good
650PQ6,Skipper,Oklahoma,Kags,Renault,SUV,Red,Automatic,7,5,Petrol,2018,8100,39057,175,2016-12-18,Un Sold,1970-01-01,6565,0,0,Vishwajeet,1,0,Average
20JL6J,Carro,Oklahoma,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Electric,2017,8200,59251,103,2015-05-01,Un Sold,1970-01-01,7167,0,0,Dhruv,1,0,Excellent
200N5M,Ahg,San Jose,Etriga,Maruti,Hatchback,Red,Manual,4,5,Petrol,2021,6300,36859,103,2018-07-03,Un Sold,1970-01-01,4960,0,0,Narayan,1,0,Good
7ODR09,Carmix,North Carolina,Seltos,Kia,Hatchback,Black,Manual,5,5,Electric,2021,7800,64667,150,2018-11-14,Un Sold,1970-01-01,5899,0,0,Pranav,4,0,Excellent
U3OJ51,Knox,North Carolina,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Electric,2021,9300,24691,120,2020-12-08,Un Sold,1970-01-01,7428,0,0,Aarush,4,0,Excellent
M9PLPZ,Olx,Denver,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Diesel,2016,6900,30562,120,2024-07-14,Un Sold,1970-01-01,6322,0,0,Ram,1,0,Excellent
J31YAC,Skipper,Chicago,Kags,Renault,SUV,Black,Manual,7,5,Petrol,2015,8400,66243,175,2021-02-11,Un Sold,1970-01-01,6508,0,0,Dhruv,3,0,Excellent
1XPLQL,Ahg,Philadelphia,Hilux,Toyota,Truck,Gray,Automatic,4,2,Electric,2024,8500,80290,200,2020-06-02,Un Sold,1970-01-01,7862,0,0,Shilpa,3,0,Good
6NVFJP,Zupps,Tucson,Thar,Mahindra,SUV,Blue,Automatic,5,3,Petrol,2019,8000,51785,130,2024-04-26,Sold,2024-06-30,6579,6081,-8,Hariom,1,0,Good
V74L7Q,Zupps,Utah,Yodha,Tata,Truck,Red,Automatic,3,2,Diesel,2022,7300,63571,100,2019-10-23,Un Sold,1970-01-01,5462,0,0,Swathi,5,0,Good
JPQ7UU,Carousell,San Jose,Fortuner,Toyota,SUV,Blue,Manual,8,5,Petrol,2024,7500,64970,200,2019-12-30,Un Sold,1970-01-01,6777,0,0,Preeti,3,0,Poor
UFNPA0,Trust,Texas,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2024,6000,83826,120,2020-10-02,Un Sold,1970-01-01,4145,0,0,Vihaan,2,0,Average
KYSTYR,Trivett,San Jose,Fortuner,Toyota,SUV,Black,Automatic,8,5,Diesel,2022,7800,95410,200,2015-10-13,Un Sold,1970-01-01,6457,0,0,Rithvik,4,0,Good
I6K0RV,Carousell,Philadelphia,Hilux,Toyota,Truck,White,Manual,4,2,Petrol,2018,7600,7694,200,2015-03-24,Un Sold,1970-01-01,6470,0,0,Narayan,2,0,Good
FC1BEA,Nufor,Texas,Dzire,Maruti,Sedan,White,Manual,5,5,Electric,2021,8300,32602,100,2024-02-07,Un Sold,1970-01-01,7630,0,0,Rithvik,1,0,Excellent
HV789N,Carsome,Tucson,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Diesel,2015,7000,65388,113,2019-09-19,Un Sold,1970-01-01,6441,0,0,Shilpa,5,0,Excellent
P6UXPQ,APE,Texas,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2024,7600,49932,200,2020-07-29,Un Sold,1970-01-01,5787,0,0,Bhavani,5,0,Average
Y2WKY1,Zupps,Tennessee,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2024,7500,42169,115,2019-03-03,Un Sold,1970-01-01,6345,0,0,Hariom,4,0,Average
OLHO8C,Oto,Denver,Swift,Maruti,Sedan,Blue,Manual,5,4,Electric,2016,8800,71833,115,2024-05-31,Un Sold,1970-01-01,7927,0,0,Narayan,4,0,Good
3Y5TV5,Trust,Tucson,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2024,8500,37721,120,2017-04-09,Sold,2018-04-21,7671,7143,-7,Swathi,2,0,Excellent
YV6P3R,APE,San Jose,Plato,Prazo,Convertible,Blue,Automatic,2,2,Petrol,2024,8500,54800,250,2016-12-24,Un Sold,1970-01-01,7563,0,0,Krishna,5,0,Poor
8JOFTN,Carmix,Detroit,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2017,9300,68712,250,2018-01-09,Un Sold,1970-01-01,7794,0,0,Karan,3,0,Poor
Y870G2,Carousell,Denver,Yodha,Tata,Truck,White,Automatic,3,2,Hybrid,2024,8000,2473,100,2020-07-02,Sold,2024-05-21,7005,5878,-16,Supriya,3,0,Excellent
DUO80J,Skipper,North Carolina,i20,Hyundai,Hatchback,White,Automatic,4,5,Diesel,2016,6900,12878,120,2017-01-10,Sold,2017-11-12,5359,6162,15,Shailaja,2,161,Good
RMXE8E,Automart,Utah,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2017,8200,98461,115,2017-12-11,Un Sold,1970-01-01,6281,0,0,Piyush,5,0,Excellent
IETX0V,Zupps,Oklahoma,Thar,Mahindra,SUV,Gray,Manual,5,3,Hybrid,2021,8800,96234,130,2019-06-19,Un Sold,1970-01-01,7888,0,0,Shilpa,4,0,Good
OFCXKI,Automart,San Jose,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2015,6900,9377,150,2018-07-09,Un Sold,1970-01-01,6019,0,0,Ram,4,0,Average
O7EX8C,Nufor,Columbus,Kags,Renault,SUV,Red,Manual,7,5,Electric,2018,9600,9958,175,2016-09-14,Un Sold,1970-01-01,7780,0,0,Aditya,5,0,Good
1IW4YN,Olx,Denver,Yodha,Tata,Truck,Black,Automatic,3,2,Petrol,2022,7200,66671,100,2021-06-26,Sold,2024-01-15,5945,6774,14,Vishwajeet,3,166,Good
IRWQU2,Nufor,Columbus,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Electric,2024,7500,18875,113,2021-06-03,Sold,2023-01-18,6819,7316,7,Swathi,5,99,Excellent
G3NTL8,Marchi,Texas,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Hybrid,2017,9200,31793,120,2016-01-26,Un Sold,1970-01-01,7596,0,0,Pavan,1,0,Excellent
U1YUMD,Trust,Florida,Swift,Maruti,Sedan,Red,Automatic,5,4,Petrol,2019,7000,2805,115,2023-06-04,Un Sold,1970-01-01,5137,0,0,Hariom,1,0,Average
XBDGK9,Zupps,California,Plato,Prazo,Convertible,Blue,Manual,2,2,Diesel,2018,9200,34774,250,2020-07-03,Un Sold,1970-01-01,7769,0,0,Swapna,5,0,Poor
C79FGS,Motor,Tennessee,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2016,9400,14165,250,2018-03-10,Un Sold,1970-01-01,8806,0,0,Krishna,1,0,Good
XNAW1H,Trivett,San Jose,Thar,Mahindra,SUV,Blue,Automatic,5,3,Petrol,2016,8300,63048,130,2016-01-18,Un Sold,1970-01-01,6729,0,0,Hariom,1,0,Good
C5RKVL,Kamkar,Portland,Hilux,Toyota,Truck,Black,Automatic,4,2,Hybrid,2015,8900,40758,200,2022-02-14,Un Sold,1970-01-01,7465,0,0,Narayan,3,0,Excellent
Y7C2ZB,Skipper,Oklahoma,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2021,6400,8777,103,2016-06-12,Un Sold,1970-01-01,5547,0,0,Shilpa,1,0,Average
65C0T3,Motor,Tucson,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2015,8000,14191,200,2021-02-25,Un Sold,1970-01-01,6198,0,0,Karan,2,0,Poor
2UVXLZ,Marchi,Tennessee,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Electric,2018,9600,23110,120,2019-05-23,Un Sold,1970-01-01,7624,0,0,Swathi,2,0,Poor
1F9NEF,Nufor,Texas,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Petrol,2023,6100,64584,113,2023-06-19,Un Sold,1970-01-01,5351,0,0,Shilpa,2,0,Good
VF4DNY,APE,North Carolina,Thar,Mahindra,SUV,Red,Automatic,5,3,Electric,2022,9200,98195,130,2023-01-25,Sold,2024-05-16,8051,9274,15,Supriya,3,245,Poor
8N196T,Marchi,North Carolina,Swift,Maruti,Sedan,Red,Automatic,5,4,Electric,2024,8000,16787,115,2018-04-01,Un Sold,1970-01-01,7343,0,0,Krishna,3,0,Average
P3WZOP,Carmudi,Denver,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2017,7700,41351,120,2015-07-28,Un Sold,1970-01-01,5786,0,0,Swapna,4,0,Average
HHJO27,Olx,Madison,Hilux,Toyota,Truck,White,Manual,4,2,Petrol,2024,7000,1397,200,2023-03-04,Sold,2023-05-03,5690,5192,-9,Preeti,2,0,Good
NFFHR6,Sobri,Philadelphia,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2022,8700,58495,175,2020-02-20,Sold,2022-03-23,7204,6580,-9,Anushka,1,0,Excellent
QLLBJI,Oto,Philadelphia,Hilux,Toyota,Truck,Gray,Automatic,4,2,Electric,2016,9300,18814,200,2023-11-29,Un Sold,1970-01-01,8421,0,0,Aditya,3,0,Average
2E4IH8,Trust,North Carolina,Seltos,Kia,Hatchback,Red,Automatic,5,5,Hybrid,2021,7300,81117,150,2017-09-20,Un Sold,1970-01-01,5916,0,0,Shiva,1,0,Average
UNQ4D3,Trust,North Carolina,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2019,9100,44176,250,2019-01-23,Un Sold,1970-01-01,8353,0,0,Aditya,4,0,Good
1P3LX3,Carsome,North Carolina,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Electric,2021,7800,37502,120,2023-09-05,Un Sold,1970-01-01,6440,0,0,Piyush,2,0,Good
YY7NC6,Carmix,Florida,Dzire,Maruti,Sedan,Gray,Manual,5,5,Diesel,2018,7200,29638,100,2019-02-02,Un Sold,1970-01-01,5509,0,0,Shailaja,1,0,Excellent
RALKRK,Olx,Portland,Kags,Renault,SUV,Gray,Automatic,7,5,Hybrid,2015,9400,71734,175,2019-08-08,Un Sold,1970-01-01,8606,0,0,Vishwajeet,5,0,Average
E3RWPY,Zupps,California,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Diesel,2019,6600,48090,150,2020-11-03,Un Sold,1970-01-01,4787,0,0,Sai,3,0,Good
05MSSL,Motor,Texas,Thar,Mahindra,SUV,Black,Automatic,5,3,Diesel,2023,7700,42435,130,2023-12-24,Sold,2023-07-12,6121,5492,-10,Rithvik,1,0,Poor
TYB832,APE,Oklahoma,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2023,7600,24366,100,2020-12-24,Un Sold,1970-01-01,5787,0,0,Pranav,1,0,Good
D33DRO,Zupps,North Carolina,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Petrol,2017,8200,42113,120,2020-07-11,Un Sold,1970-01-01,6445,0,0,Preeti,2,0,Average
611DHC,APE,Tennessee,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Hybrid,2017,7700,36435,103,2022-05-11,Sold,2022-12-13,6361,7339,15,Krishna,3,196,Poor
368LJI,Trivett,Texas,Hilux,Toyota,Truck,Red,Automatic,4,2,Electric,2019,9000,12244,200,2020-09-22,Sold,2020-10-06,7978,8513,7,Bhavani,3,107,Average
SMBLCO,Trivett,Denver,Thar,Mahindra,SUV,Red,Manual,5,3,Electric,2023,9100,64317,130,2018-03-04,Un Sold,1970-01-01,8327,0,0,Pranav,3,0,Poor
K8T1EE,Ahg,Tucson,Swift,Maruti,Sedan,Red,Automatic,5,4,Electric,2021,8300,19738,115,2018-07-03,Sold,2020-04-14,7421,7557,2,Preeti,3,27,Good
P0S3OQ,Olx,Philadelphia,Hilux,Toyota,Truck,Black,Automatic,4,2,Petrol,2021,7300,53756,200,2021-03-01,Un Sold,1970-01-01,6072,0,0,Aditya,3,0,Good
WEYGO5,Olx,Denver,Fortuner,Toyota,SUV,Blue,Manual,8,5,Electric,2024,9000,22809,200,2023-10-30,Un Sold,1970-01-01,7203,0,0,Supriya,2,0,Excellent
6658AN,Trust,Utah,Plato,Prazo,Convertible,Black,Manual,2,2,Petrol,2015,9400,66664,250,2018-08-23,Un Sold,1970-01-01,8310,0,0,Narayan,3,0,Excellent
F7AQN0,Nufor,Denver,Yodha,Tata,Truck,White,Automatic,3,2,Diesel,2024,7100,33994,100,2023-02-17,Un Sold,1970-01-01,6599,0,0,Pranav,5,0,Good
MO0GA9,Skipper,Detroit,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2023,7600,78621,130,2016-12-12,Un Sold,1970-01-01,5915,0,0,Shruthi,4,0,Average
3NIUA4,Trivett,Denver,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2022,7200,60078,103,2021-06-03,Sold,2021-10-16,5678,6334,12,Pranav,1,131,Good
XA8X3R,Knox,California,Plato,Prazo,Convertible,Blue,Manual,2,2,Petrol,2019,9000,72336,250,2019-05-07,Un Sold,1970-01-01,7639,0,0,Aditya,4,0,Average
GKITSY,Marchi,Detroit,Thar,Mahindra,SUV,Black,Automatic,5,3,Diesel,2022,7800,23657,130,2020-12-12,Un Sold,1970-01-01,6572,0,0,Dhruv,5,0,Excellent
NZEWNX,Ahg,New York,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2023,6600,23328,115,2016-04-03,Un Sold,1970-01-01,5665,0,0,Bhavani,5,0,Average
VSD7DD,Ahg,Tucson,Swift,Maruti,Sedan,Red,Automatic,5,4,Diesel,2022,6800,61126,115,2024-06-02,Un Sold,1970-01-01,4845,0,0,Sweta,2,0,Excellent
HV0KZQ,Trust,San Jose,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Hybrid,2022,7200,19631,150,2023-08-17,Un Sold,1970-01-01,5263,0,0,Shilpa,3,0,Average
J4SW1V,Trust,Tennessee,Swift,Maruti,Sedan,White,Manual,5,4,Diesel,2021,6900,55384,115,2021-11-17,Sold,2024-07-04,5711,5035,-12,Shailaja,4,0,Poor
EXVPDZ,Olx,Tennessee,Swift,Maruti,Sedan,Red,Automatic,5,4,Diesel,2024,6600,87497,115,2015-11-27,Un Sold,1970-01-01,5334,0,0,Ram,1,0,Excellent
MQZWN8,APE,North Carolina,Etriga,Maruti,Hatchback,Red,Manual,4,5,Electric,2021,7800,34612,103,2016-08-26,Un Sold,1970-01-01,6182,0,0,Shruthi,2,0,Excellent
H7YWRR,Carmudi,Detroit,Swift,Maruti,Sedan,White,Manual,5,4,Diesel,2017,7300,1883,115,2021-12-19,Sold,2024-12-02,5750,5888,2,Krishna,2,28,Excellent
1J79MQ,Carmix,Tennessee,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2018,9100,95380,200,2021-07-12,Un Sold,1970-01-01,7764,0,0,Aditya,4,0,Excellent
H0YT3L,Nufor,Utah,Plato,Prazo,Convertible,Blue,Manual,2,2,Hybrid,2016,10300,69830,250,2016-06-27,Sold,2018-07-16,8348,9603,15,Vishwajeet,4,251,Good
R4VMMO,Automart,North Carolina,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Hybrid,2015,8400,18976,100,2019-09-26,Sold,2021-03-06,6430,7322,14,Aarush,1,178,Poor
Z27EM4,Carsome,Tucson,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2015,9900,67694,200,2017-07-23,Un Sold,1970-01-01,9129,0,0,Aditya,4,0,Excellent
BCW29W,Zupps,Tennessee,Seltos,Kia,Hatchback,Black,Automatic,5,5,Electric,2016,8300,20743,150,2021-04-06,Sold,2023-02-11,7649,6837,-11,Piyush,3,0,Excellent
8X2AAL,Marchi,Chicago,Plato,Prazo,Convertible,Blue,Manual,2,2,Diesel,2019,9100,49460,250,2018-07-30,Un Sold,1970-01-01,8509,0,0,Bhavani,5,0,Good
XE99UF,APE,Oklahoma,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2016,9800,27493,200,2023-05-08,Un Sold,1970-01-01,9029,0,0,Krishna,1,0,Poor
HLS2BR,Sobri,San Jose,Dzire,Maruti,Sedan,Black,Automatic,5,5,Diesel,2015,7500,33478,100,2019-11-03,Sold,2020-03-22,5599,5009,-11,Krishna,4,0,Average
ACU2L2,Oto,North Carolina,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2017,8300,20539,175,2020-04-14,Un Sold,1970-01-01,7444,0,0,Krishna,1,0,Good
HDV4AZ,Carmix,Portland,Thar,Mahindra,SUV,Gray,Automatic,5,3,Electric,2019,9500,53198,130,2016-04-25,Un Sold,1970-01-01,8592,0,0,Supriya,4,0,Poor
P0W9PF,Zupps,Florida,Creta,Hyundai,Hatchback,Red,Manual,5,5,Diesel,2024,6100,17356,113,2019-12-08,Un Sold,1970-01-01,4789,0,0,Dhruv,2,0,Excellent
FTYYZ6,Carmudi,North Carolina,Fortuner,Toyota,SUV,Gray,Manual,8,5,Electric,2015,9900,76415,200,2016-11-07,Un Sold,1970-01-01,7954,0,0,Swathi,3,0,Average
QF54MJ,Marchi,California,Swift,Maruti,Sedan,Red,Automatic,5,4,Petrol,2024,6500,93563,115,2021-03-09,Un Sold,1970-01-01,5385,0,0,Arjuna,2,0,Average
4E5CFB,Carousell,California,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2022,6300,75036,103,2024-07-14,Un Sold,1970-01-01,5348,0,0,Narayan,4,0,Excellent
VUKJ5N,Nufor,Detroit,Fortuner,Toyota,SUV,Black,Manual,8,5,Diesel,2016,8400,36102,200,2023-06-18,Sold,2024-01-29,7478,8092,8,Preeti,5,123,Average
WO8QYZ,Carmudi,California,Dzire,Maruti,Sedan,Gray,Automatic,5,5,Diesel,2022,6800,40741,100,2018-06-20,Un Sold,1970-01-01,6051,0,0,Narayan,5,0,Excellent
DK6KEU,Kamkar,Chicago,Swift,Maruti,Sedan,White,Automatic,5,4,Hybrid,2021,7800,5063,115,2018-04-01,Un Sold,1970-01-01,7260,0,0,Bhavani,3,0,Average
HQQP0J,Carmudi,San Jose,i20,Hyundai,Hatchback,Gray,Manual,4,5,Electric,2023,7600,48783,120,2015-10-20,Un Sold,1970-01-01,6215,0,0,Rithvik,5,0,Excellent
QFLPVI,Knox,North Carolina,Dzire,Maruti,Sedan,Red,Automatic,5,5,Petrol,2021,6800,10064,100,2016-01-26,Un Sold,1970-01-01,5599,0,0,Shailaja,1,0,Poor
VQ0FVS,Carsome,Portland,Hilux,Toyota,Truck,Black,Automatic,4,2,Hybrid,2023,8100,30602,200,2020-12-25,Un Sold,1970-01-01,7225,0,0,Shruthi,2,0,Average
MP77F6,Carro,Denver,i20,Hyundai,Hatchback,Black,Automatic,4,5,Hybrid,2022,7200,51336,120,2020-05-11,Un Sold,1970-01-01,6214,0,0,Arjuna,1,0,Good
Y12M9T,Sobri,North Carolina,Plato,Prazo,Convertible,Blue,Automatic,2,2,Hybrid,2018,10100,70962,250,2023-04-12,Un Sold,1970-01-01,8480,0,0,Aditya,4,0,Poor
C3T7MY,Oto,Columbus,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2017,6700,22431,103,2020-12-29,Un Sold,1970-01-01,5013,0,0,Sai,4,0,Excellent
5A7145,Trust,Texas,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2024,7500,5117,175,2018-05-14,Un Sold,1970-01-01,5656,0,0,Supriya,2,0,Excellent
XQSH8U,Skipper,Texas,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Hybrid,2021,8800,83856,120,2018-02-24,Un Sold,1970-01-01,7455,0,0,Piyush,2,0,Average
47CHHJ,Cars24,Florida,Kags,Renault,SUV,Red,Manual,7,5,Electric,2023,9100,22444,175,2019-07-26,Un Sold,1970-01-01,8150,0,0,Shailaja,1,0,Excellent
OTLK65,Carmix,Texas,Kags,Renault,SUV,White,Manual,7,5,Electric,2022,9200,46731,175,2023-05-10,Un Sold,1970-01-01,8143,0,0,Pranav,4,0,Average
LA1PZJ,Carsome,Tennessee,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2016,7800,38348,103,2015-07-14,Un Sold,1970-01-01,7300,0,0,Anushka,4,0,Good
XXDEHK,Knox,North Carolina,Plato,Prazo,Convertible,White,Automatic,2,2,Hybrid,2016,10300,21359,250,2016-05-21,Un Sold,1970-01-01,9217,0,0,Piyush,5,0,Average
6YSGC1,Cars24,Madison,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Petrol,2020,6400,41697,113,2022-09-25,Un Sold,1970-01-01,5845,0,0,Hariom,3,0,Good
PWXOJH,Trust,Florida,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Hybrid,2022,8700,5844,120,2019-07-09,Sold,2021-05-16,7983,9433,18,Shailaja,5,290,Average
68EF6T,Olx,North Carolina,Fortuner,Toyota,SUV,Black,Manual,8,5,Electric,2016,9800,66620,200,2016-12-14,Un Sold,1970-01-01,9132,0,0,Rithvik,3,0,Excellent
CVM3UN,Motor,Columbus,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2019,9500,16504,175,2020-02-20,Un Sold,1970-01-01,8073,0,0,Narayan,4,0,Excellent
